all_reviewers_average,box_office,director_1,director_2,director_3,directors,full_synop,genre,movie_id,mpaa,num_all_fresh,num_all_reviewers,num_all_rotten,num_top_fresh,num_top_reviewers,num_top_rotten,num_users,runtime,simple_title,stream_date,studio,theater_date,title,top_reviewers_average,user_rating,writer,writer_1,writer_2,writer_3
6.1/10,"$6,481,176",Gurinder Chadha,,,Gurinder Chadha,"The very British sensibilities of Jane Austen are introduced to the exotic flavors of the Bollywood musical in this romantic comedy with songs from the director of Bend It Like Beckham, Gurinder Chadha. Lalita Bakshi (Aishwarya Rai) is the lovely and eligible daughter of her socially ambitious mother and father (Nadira Babbar and Anupam Kher). Mother and father want to be sure that Lalita, the most beautiful of their four daughters, settles down with a man worthy of her, but she has proven resistant to matchmaking, announcing that she will choose her own husband, and will choose him for love. While mother is keen on the profoundly annoying Kholi (Nitin Chandra Ganatra), Lalita has had her head turned by a handsome vagabond from England, Johnny Wickham (Daniel Gilles). But while attending the wedding of a friend, Lalita meets Will Darcy (Martin Henderson), a college buddy of family friend Raj (Naveen Andrews) who is the son of a wealthy hotel magnate. Lalita finds that Will makes a strong impression on her -- she can't stand him, but she also can't get him out of her mind. Will feels the same way about her, and as they inadvertently chase one another over three continents, will morbid fascination grow into true love? Bride and Prejudice marked the first English-speaking role for Aishwarya Rai, who had firmly established herself as India's leading female star when this film was made. ~ Mark Deming, Rovi","Comedy, Musical & Performing Arts, Romance",10062,PG-13 (for some sexual references),86.0,134.0,48.0,28.0,35.0,7.0,"79,116",110.0,Bride and Prejudice,"Jul 5, 2005",Miramax Films,"Feb 11, 2005",Bride and Prejudice,6.6/10,3.3/5,"Gurinder Chadha, Paul Mayeda Berges",Gurinder Chadha,Paul Mayeda Berges,
5.1/10,"$3,862,285",Philip Saville,,,Philip Saville,"Veteran British filmmaker Philip Saville directs the religious epic The Gospel of John, a production of the Canadian company Visual Bible International. This three-hour drama attempts to accurately follow the Gospel According to John, written sometime during the first century. The gospel contains four segments: an introduction to the nature of Jesus Christ; testimony by disciples and the presence of miracles; the Last Supper and crucifixion; and the appearance of the risen Christ. Henry Ian Cusick plays Jesus and Christopher Plummer provides voice-over narration. The Gospel of John was shown in a special presentation at the 2003 Toronto Film Festival.","Classics, Drama",770674387,PG-13 (for violence involving the crucifixion),18.0,49.0,31.0,5.0,18.0,13.0,"1,234",180.0,The Gospel of John,"Jul 22, 2005",ThinkFilm,"Sep 11, 2003",The Gospel of John,5.1/10,4.3/5,John Goldsmith,John Goldsmith,,
4.7/10,,Géza M. Tóth,,,Géza M. Tóth,"Hungarian animator Géza M. Tóth directed the 5-minute, CG-animated short Maestro. The work brings the audience inside of a cuckoo clock, to a miniature ""dressing room"" where the resident cuckoo bird - clad in a top hat, black tie, coat and tails - sits before a mirror and prepares for his latest performance. When the clock strikes, he will be guided out of the window by a giant mechanical arm and sing valiantly. Tóth patterned the dressing room in the film (down to the minor details) after that of the Operahouse in Budapest. ~ Nathan Southern, Rovi","Animation, Musical & Performing Arts",770671103,NR,6.0,16.0,10.0,2.0,8.0,6.0,246,5.0,Maestro,"Jul 26, 2005",,"May 1, 2005",Maestro,4.2/10,3.8/5,,,,
3.9/10,,Kirk R. Thatcher,,,Kirk R. Thatcher,"L. Frank Baum's enduring fantasy story gets a new and very funny spin in this made-for-TV comedy. Dorothy (Ashanti) is a young woman who works in a diner in Kansas owned by her Aunt Em (Queen Latifah) and dreams of one day making it big as a singer. When a tornado makes its way through the trailer park Dorothy and Em call home, the young woman is spirited off to a magical land known as Oz, where she accidentally kills the most wicked witch in the land. Dorothy, however, isn't so sure she wants to stay, and sets off to find a wizard who might be able to help her. As Dorothy searches for the wizard's castle, she makes some friends along the way -- a scarecrow (Kermit the Frog, voiced by Steve Whitmire), a cowardly lion (Fozzie Bear, voiced by Eric Jacobson), a combination robot and computer made of tin (The Great Gonzo, voiced by Dave Goelz) -- but she also has to fend off The Wicked Witch of the West (Miss Piggy, voiced by Eric Jacobson), whose sister fell victim to Dorothy upon her arrival in the strange new land. Featuring most of the best-known Muppet Show characters, The Muppets' Wizard of Oz also features guest appearances by Jeffrey Tambor, David Alan Grier, and Quentin Tarantino.","Kids & Family, Musical & Performing Arts",18338,PG,3.0,8.0,5.0,,,,"11,529",100.0,The Muppets' Wizard of Oz,"Aug 9, 2005",,"Apr 27, 2005",The Muppets' Wizard of Oz,,3/5,"Tom Martin, Debra Frank, Steve Hayes, Adam F. Goldberg",Tom Martin,Debra Frank,Steve Hayes
6.2/10,,Claude Miller,,,Claude Miller,"When the young and overly sensitive filmmaker Julien screens his new DV art-film starring his girlfriend Lili--a sexy young local girl--to his famous actress mother Mado, and her lover Brice, an accomplished film director, an unraveling of the delicate peace in their house begins. The graceful beauty Lili, who dreams of becoming a famous actress like Mado, is immediately fascinated by Brice, who gladly falls prey to her charms. Lili's ambitions will stop at nothing and she soon seduces Brice into leaving Mado to take her to Paris so she can become a movie actress. Mado and Julien are left to pick up the pieces of their disrupted lives, and for Julien the loss is almost fatal. Five years later, Julien, now a more established filmmaker, remakes a fictionalized account of this disastrous love quadrangle, which nearly destroyed him. He reunites the characters--based on Mado, Brica and Lili--in his first, highly autobiographical, feature film. In real life, Lili is no longer with Brice, but indeed, she has become a famous actress. When she learns of Julien's new film, and that it's about that tempestuous summer of five years past, she tries to reconnect with him.","Art House & International, Drama, Romance",19620,R,21.0,32.0,11.0,7.0,13.0,6.0,912,104.0,La Petite Lili,"Aug 23, 2005",First Run Features,"Nov 12, 2004",La Petite Lili,5.9/10,3.1/5,"Claude Miller, Julien Boivent, Julien Biovent",Claude Miller,Julien Boivent,Julien Biovent
7.2/10,,Martyn Burke,,,Martyn Burke,"This tech-world biopic traces the fortunes of personal-computer companies Apple and Microsoft from their obscure dorm-room and backyard origins to their very public battle for corporate supremacy. Writer/director Martyn Burke follows the parallel lives of Microsoft founder Bill Gates (Anthony Michael Hall) and Apple co-founders Steve Jobs (Noah Wyle) and Steve Wozniak (Joey Slotnick) -- the former a crafty Harvard dropout, the latter a pair of hippies with jobs at Hewlett-Packard and a yen to sell miniature versions of corporate mainframes to small businesses and at-home enthusiasts. Much like the personal-computer industry itself, the action starts with Apple then gradually shifts to Microsoft. The former plot thread recounts how Jobs and Wozniak ""borrowed"" key concepts from a Xerox computer lab, eked out their success as countercultural businessmen, and finally fell out with one another over the pressure of success. The latter thread focuses on the way Gates learned from, then surpassed, the brains behind Apple and turned his company into the global powerhouse that it is today. Based on Paul Freiberger and Michael Swaine's Fire in the Valley: The Making of the Personal Computer, the film actually focuses only on that book's final chapters. Produced for cable channel TNT, Pirates of Silicon Valley debuted June 18, 1999.","Drama, Television",16983,"NR (adult situations/language, sex)",9.0,10.0,1.0,,,,"10,754",120.0,Pirates of Silicon Valley,"Aug 30, 2005",Warner Home Video,"Jun 20, 1999",Pirates of Silicon Valley,,3.6/5,Martyn Burke,Martyn Burke,,
6.4/10,,Ruth Leitman,,,Ruth Leitman,"A handful of pioneering women wrestlers look back at the wild and wooly days before ""sports entertainment"" was a multi-million-dollar business and female grapplers were regarded as a novelty (or worse, a freak show) in this documentary. Lipstick & Dynamite examines the history of women on the professional wrestling circuit (dating back to 1939) and focuses on eight female fighters, two of whom -- The Fabulous Moolah and The Great Mae Young -- are still involved in the fight game. Offering a perspective on the darker side of the wrestling circuit, including fixed matches, male promoters eager to take advantage of naïve female newcomers, and the poor treatment and pay often afforded female contestants, the film also examines the lighter side of the business and what some of the greats of women's wrestling have done after leaving the ring. Lipstick & Dynamite was shown in competition at the 2004 Tribeca Film Festival.","Classics, Comedy, Documentary, Sports & Fitness",19617,NR,24.0,38.0,14.0,10.0,18.0,8.0,"1,239",77.0,Lipstick & Dynamite: The First Ladies of Wrestling,"Sep 6, 2005",Koch Lorber Films,"May 5, 2004",Lipstick & Dynamite: The First Ladies of Wrestling,6.6/10,3.3/5,Ruth Leitman,Ruth Leitman,,
0/10,,Jules Bass,Arthur Rankin Jr.,,"Jules Bass, Arthur Rankin Jr.","The 1979 Rankin/Bass production Jack Frost is a made-for-TV stop motion animation feature. Buddy Hacket narrates the story as the voice of groundhog Pardon-Me-Pete. The spirit of winter, Jack Frost (voice of Robert Morse) falls for a young woman named Elisa (voice of Debra Clinger). He asks Father Winter to make him into a human so he can win her love. However, she is already engaged to the brave knight, Sir Danny. When the villianous King Kubla Kraus (voice of Paul Frees) kidnaps her, Jack has to turn back into his spirit form in order to use his powers to save her.","Animation, Kids & Family, Musical & Performing Arts, Television",18353,G,3.0,6.0,3.0,,,,"6,969",48.0,Jack Frost,"Sep 1, 2005",WARNER BROTHERS PICTURES,"Dec 13, 1979",Jack Frost,,3.1/5,Romeo Muller,Romeo Muller,,
2/10,,Jorge Montesi,Dominique Othenin-Girard,,"Jorge Montesi, Dominique Othenin-Girard","In this made-for-TV apocalyptic horror saga, the deceptively adorable daughter of late devil-boy Damian is adopted by a kindly couple who have no idea who she is. The husband is a politician and the daughter decides that the best way for her to spread evil around is to boost his career at every opportunity. ~ Sandra Brennan, Rovi",Horror,17547,NR,1.0,5.0,4.0,,,,"10,103",97.0,Omen IV - The Awakening,"Sep 6, 2005",Fox,"May 20, 1991",Omen IV - The Awakening,,2.7/5,Brian Taggert,Brian Taggert,,
7.2/10,,Jorge Grau,,,Jorge Grau,"A new insect-killing device somehow backfires and manages to raise the dead from their graves. The newly created zombies terrorize the surrounding town in their search for delicious, warm flesh, as zombies are wont to do, in this Italian horror film.","Art House & International, Horror, Science Fiction & Fantasy",15515,R (violence),12.0,15.0,3.0,,,,"3,426",88.0,Non si deve profanare il sonno dei morti,"Sep 1, 2005",Anchor Bay Entertainment,"Nov 28, 1974",Non si deve profanare il sonno dei morti (Let Sleeping Corpses Lie) (Don't Open the Window),,3.5/5,"Sandro Continenza, Jorge Grau, Marcello Coscia",Sandro Continenza,Jorge Grau,Marcello Coscia
6.9/10,"$3,875,926",Prachya Pinkaew,,,Prachya Pinkaew,"Exhilarating fight sequences highlight this action-packed martial-arts adventure about an orphan (Tony Jaa) who embarks on a quest to recover the head of a Buddha statue that was stolen by a Bangkok drug lord. Petchthai Wongkamlao, Pumwaree Yodkamol, Rungrawee Borrijindakul. Directed by Prachya Pinkaew.","Action & Adventure, Art House & International, Drama",12874,"R (for sequences of strong violence, language, some drug use and sexuality)",92.0,107.0,15.0,19.0,27.0,8.0,"69,417",105.0,Ong-Bak,"Aug 30, 2005",Magnolia Pictures,"Feb 11, 2005",Ong-Bak (Ong Bak: Muay Thai Warrior),6.4/10,3.8/5,"Suphachai Sithiamphian, Suphachai Sithiamphan",Suphachai Sithiamphian,Suphachai Sithiamphan,
7/10,,Trevor Nunn,,,Trevor Nunn,"This loose adaptation of Shakespeare's enduring but seldom-filmed comedy of merry and ribald romantic mix-ups comes from Trevor Nunn, distinguished director for the Royal Shakespearean Theatre, and features some of Great Britain's finest actors. Nunn has wrought a few major changes to the tale, updating it to the late 19th century and setting it during autumn. The language has also been somewhat simplified. Following a terrible shipwreck, bedraggled Viola washes up on the shores of Illyria, a country at war with her own. Believing that her twin brother Sebastian has drowned, and knowing that as a woman she would not survive on her own, she whacks off her hair, dons a moustache and masquerades as Cesario, a boy. She gets a job working for the dashing Duke Orsino and as his page begins pitching woo to the lovely and recently widowed Lady Olivia. The trouble brews when Olivia finds herself falling in love, not with Orsino, but with Cesario/Viola who herself has fallen in love with Orsino. More trouble follows when Sebastian arrives.","Art House & International, Comedy, Drama, Television, Romance",10087,PG,26.0,34.0,8.0,8.0,11.0,3.0,"7,791",134.0,Twelfth Night,"Aug 30, 2005",New Line Home Entertainment,"Jul 1, 1998",Twelfth Night,6.6/10,3.7/5,Trevor Nunn,Trevor Nunn,,
